UserId,DisplayName,UserName,Email,Chat_AICodeLines,Chat_MessagesInteracted,Chat_MessagesSent,CodeFix_AcceptanceEventCount,CodeFix_AcceptedLines,CodeFix_GeneratedLines,CodeFix_GenerationEventCount,CodeReview_FailedEventCount,CodeReview_FindingsCount,CodeReview_SucceededEventCount,Dev_AcceptanceEventCount,Dev_AcceptedLines,Dev_GeneratedLines,Dev_GenerationEventCount,DocGeneration_AcceptedFileUpdates,DocGeneration_AcceptedFilesCreations,DocGeneration_AcceptedLineAdditions,DocGeneration_AcceptedLineUpdates,DocGeneration_EventCount,DocGeneration_RejectedFileCreations,DocGeneration_RejectedFileUpdates,DocGeneration_RejectedLineAdditions,DocGeneration_RejectedLineUpdates,InlineChat_AcceptanceEventCount,InlineChat_AcceptedLineAdditions,InlineChat_AcceptedLineDeletions,InlineChat_DismissalEventCount,InlineChat_DismissedLineAdditions,InlineChat_DismissedLineDeletions,InlineChat_RejectedLineAdditions,InlineChat_RejectedLineDeletions,InlineChat_RejectionEventCount,InlineChat_TotalEventCount,Inline_AICodeLines,Inline_AcceptanceCount,Inline_SuggestionsCount,TestGeneration_AcceptedLines,TestGeneration_AcceptedTests,TestGeneration_EventCount,TestGeneration_GeneratedLines,TestGeneration_GeneratedTests,Transformation_EventCount,Transformation_LinesGenerated,Transformation_LinesIngested
0000024cd3b73d499e9d98dc9b2bab4f,user044,user044,user044@gilsang.com,87,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,72,0,0,0,0,0,0,0,0
00000bbbac5482c8c4a55d16b878ffbf,user054,user054,user054@gilsang.com,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,22,140,0,0,0,0,0,0,0,0
0000018630decfc1b0f252f817dc813d,user034,user034,user034@gilsang.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,25,0,0,0,0,0,0,0,0
000002e36544d2fcb69c7597537fe762,user007,user007,user007@gilsang.com,828,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,71,581,0,0,0,0,0,0,0,0
00000f315069b678487566635532f8be,user028,user028,user028@gilsang.com,540,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,67,0,0,0,0,0,0,0,0
00000890032b528e656288cd994b9306,user036,user036,user036@gilsang.com,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,45,439,0,0,0,0,0,0,0,0
00000ad7ecdeea71f9ed9b4194a2336e,user011,user011,user011@gilsang.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,59,0,0,0,0,0,0,0,0
000008c04e0ed4878f9495e21fc642ed,user026,user026,user026@gilsang.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,18,175,0,0,0,0,0,0,0,0
00000bdff03458cfa474089451020ec7,user049,user049,user049@gilsang.com,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,18,141,0,0,0,0,0,0,0,0
000008796cfed9d9e863a2d7b487cc3e,user043,user043,user043@gilsang.com,156,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,122,0,0,0,0,0,0,0,0
00000331b1c9bc86333510ad7d94531b,user050,user050,user050@gilsang.com,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,71,328,0,0,0,0,0,0,0,0
000006a354543ddc4e54eccc3c1d9b87,user015,user015,user015@gilsang.com,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,67,0,0,0,0,0,0,0,0
000006789cde23f979e103e15879d2b1,user052,user052,user052@gilsang.com,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000de27aa9b0be5301aa92aa8daf30,user032,user032,user032@gilsang.com,1566,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,60,0,0,0,0,0,0,0,0
00000c26ebeec0107c4dd9db1a81e7a2,user030,user030,user030@gilsang.com,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,67,190,0,0,0,0,0,0,0,0
00000bc344495a293c39da74646b90b5,user020,user020,user020@gilsang.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,82,537,0,0,0,0,0,0,0,0
000006eba99b5b5bc943fe0a5a6dc73b,user040,user040,user040@gilsang.com,566,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,23,162,0,0,0,0,0,0,0,0
00000b965704ed7a00146eafbcc0e813,user024,user024,user024@gilsang.com,2495,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,33,0,0,0,0,0,0,0,0
00000c77ec9ac997a6435b970254b80a,user008,user008,user008@gilsang.com,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,115,0,0,0,0,0,0,0,0
00000758c287ede6f28d932a01e4e2fb,user013,user013,user013@gilsang.com,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,318,0,0,0,0,0,0,0,0
00000d6daef510d42280a33c758ed582,user023,user023,user023@gilsang.com,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,103,549,0,0,0,0,0,0,0,0
00000ccc4019753fa68f035e8cbfdef1,user021,user021,user021@gilsang.com,134,0,19,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,159,0,0,0,0,0,0,0,0
0000092bbb949dba7a58cfb2ea8a8081,user041,user041,user041@gilsang.com,190,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00000738397905d7bd0861c585c9d790,user047,user047,user047@gilsang.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
000003111b0f05e121d8813f593facf6,user048,user048,user048@gilsang.com,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,0,0,0,0,0,0,0,0
00000a230cc20ffdf9956214d51c542e,user039,user039,user039@gilsang.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,70,140,0,0,0,0,0,0,0,0
000003943a2442cdc08ec775acffad53,user029,user029,user029@gilsang.com,91,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,63,0,0,0,0,0,0,0,0
000008d7b3ab335660142c4f248c080b,user001,user001,user001@gilsang.com,225,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,122,252,0,0,0,0,0,0,0,0
000004b0e5207e20d9c264083e19ef5d,user022,user022,user022@gilsang.com,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,67,307,0,0,0,0,0,0,0,0
0000093b85f9990a7db72befdcd60cbb,user045,user045,user045@gilsang.com,2555,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,18,0,0,0,0,0,0,0,0
00000072cf1c1a1bec303d7a60c1bc63,user014,user014,user014@gilsang.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,78,0,0,0,0,0,0,0,0
000000f9c6ccfa42204e153bb16a3b90,user025,user025,user025@gilsang.com,1669,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,41,150,0,0,0,0,0,0,0,0
00000056bb7d436685027895e5ea7af3,user004,user004,user004@gilsang.com,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,109,0,0,0,0,0,0,0,0
00000df13457e7091cad10dfa2238058,user053,user053,user053@gilsang.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,23,0,0,0,0,0,0,0,0
00000b264c70fcd6e1b460c19d7f5499,user042,user042,user042@gilsang.com,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,53,214,0,0,0,0,0,0,0,0
00000c2f3728675ee933e062447c4ff8,user005,user005,user005@gilsang.com,71,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,58,250,0,0,0,0,0,0,0,0
00000a8df9f3a879063621deb793a608,user012,user012,user012@gilsang.com,2997,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,359,757,0,0,0,0,0,0,0,0
00000904a7a08297e2ac8e817260b192,user017,user017,user017@gilsang.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,43,225,0,0,0,0,0,0,0,0
0000040209cc90131e7f643719705e87,user031,user031,user031@gilsang.com,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,43,156,0,0,0,0,0,0,0,0
0000009d8dcf9d185153a01a24fd74ec,user006,user006,user006@gilsang.com,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,51,321,0,0,0,0,0,0,0,0
00000f52c30e624fcc66012fad31358d,user033,user033,user033@gilsang.com,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,193,1020,0,0,0,0,0,0,0,0
000004b042ac4b8fc3bc8b5516eaf5b3,user051,user051,user051@gilsang.com,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,390,0,0,0,0,0,0,0,0
00000ca615342fd7bb3c150b6f0a40d4,user003,user003,user003@gilsang.com,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,84,0,0,0,0,0,0,0,0
00000f93ba3dfffc83b406e3672d8263,user027,user027,user027@gilsang.com,3130,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
